timestamp,gyro_x,gyro_y,gyro_z
1.7294918900865695e+18,-0.0005066003650426865,0.0019355452386662364,0.002316006226465106
1.7294918900925696e+18,0.0008116953540593386,0.00026303422055207193,-0.001965061528608203
1.7294918900985697e+18,0.0010873758001253009,-0.002074335003271699,-0.0007890136912465096
1.7294918901045699e+18,0.004107958171516657,-0.0008136567776091397,0.0006883679889142513
1.72949189011057e+18,-5.457010411191732e-05,-0.00086693320190534,-0.0014861783711239696
1.72949189011657e+18,-0.00046712314360775054,0.0010652560740709305,-0.003236659336835146
1.7294918901225702e+18,0.000674573122523725,9.353391942568123e-05,-0.0007173338090069592
1.7294918901285704e+18,0.0010413803393021226,-0.0005191680393181741,-2.3002023226581514e-05
1.7294918901345705e+18,-6.122756167314947e-05,-0.0005573288653977215,0.001992356264963746
1.7294918901405706e+18,-0.0002456895890645683,-6.04326487518847e-06,0.0001818723394535482
1.7294918901465708e+18,-0.001978308195248246,-0.0039075883105397224,0.0021216615568846464
1.729491890152571e+18,0.000330516864778474,-0.0007422589114867151,-0.0028572739101946354
1.729491890158571e+18,0.001619215589016676,0.0006743971607647836,0.002074566902592778
1.7294918901645711e+18,0.00044614472426474094,-0.0009009769419208169,-0.0011159536661580205
1.7294918901675712e+18,-0.0018831941997632384,0.0010133478790521622,-0.0016119906213134527
1.7294918901735713e+18,-0.0012680200161412358,0.0016648690216243267,-0.00019000264001078904
1.7294918901795715e+18,0.0016671114135533571,-0.0012812939239665866,-0.00021657264733221382
1.7294918901855716e+18,0.0014592133229598403,0.0016363682225346565,0.0013108252314850688
1.7294918901915717e+18,-0.0008971575298346579,0.0031397708225995302,0.0005984252784401178
1.7294918901945718e+18,-0.0014859464718028903,0.000897211953997612,-0.002008763374760747
1.729491890200572e+18,-0.0007738676504231989,-0.0016496311873197556,-0.00027731017326004803
1.729491890206572e+18,-0.0007179781096056104,-0.0008232570253312588,-0.0001917106710607186
1.7294918902125722e+18,0.002752956934273243,0.00038116812356747687,0.00037214436451904476
1.7294918902155722e+18,0.0037182585801929235,-0.001222271821461618,0.0012122023617848754
1.7294918902215724e+18,0.000530543620698154,0.0018380117835476995,0.0010600208770483732
1.7294918902275725e+18,0.002612467622384429,0.0033786119893193245,-9.46762302191928e-05
