timestamp,gyro_x,gyro_y,gyro_z
1.7275266434015992e+18,-0.00026673555839806795,-0.0029945860151201487,0.0013594323536381125
1.7275266434075994e+18,-0.0016944524832069874,0.0008478332310914993,0.0011106630554422736
1.7275266434135995e+18,0.005799965932965279,-0.0018757564248517156,-0.0014256288995966315
1.7275266434195996e+18,-0.00013493848382495344,0.0007671976345591247,0.0004599021340254694
1.7275266434255997e+18,0.0010561749804764986,-0.002960318699479103,-0.0014555474044755101
1.7275266434285998e+18,0.00035173777723684907,-0.0014462033286690712,-0.0006606971728615463
1.7275266434346e+18,0.0010049467673525214,0.001018844312056899,6.979551108088344e-05
1.7275266434406e+18,0.0015145816141739488,0.0012636259198188782,-0.0009506447240710258
1.7275266434436001e+18,-0.003590434556826949,0.0018193982541561127,0.0010455053998157382
1.7275266434496003e+18,-0.001405626186169684,-0.0009172747959382832,0.0003080939350184053
1.7275266434556004e+18,0.001877926173619926,0.0006180189084261656,-0.003306509694084525
1.7275266434586004e+18,0.0002578940475359559,-0.0009425703319720924,-0.0003057048306800425
1.7275266434646006e+18,-0.001144392299465835,0.0013013066491112113,0.0020310236141085625
1.7275266434706007e+18,-0.00030377935036085546,9.394600783707574e-05,-0.0004990718443877995
1.7275266434736008e+18,0.0012977978913113475,0.0013959298375993967,-0.0021784149575978518
1.727526643479601e+18,-0.0008335757302120328,-0.003354609478265047,-0.00017275351274292916
1.727526643485601e+18,0.00015412042557727545,0.0022219442762434483,0.00099324865732342
1.727526643488601e+18,0.00017965998267754912,-0.0032286853529512882,0.0008249091333709657
1.7275266434946012e+18,-9.702856186777353e-05,-0.0018268997082486749,-0.0007012836867943406
1.7275266434976013e+18,0.001301936456002295,0.0023868889547884464,-0.0026571264024823904
1.7275266435036014e+18,0.0016375323757529259,-0.0034188267309218645,0.00126769975759089
1.7275266435066015e+18,0.0017413203604519367,-0.0019668303430080414,-0.0002128030901076272
1.7275266435126016e+18,-0.0002858024090528488,-0.0005977527471259236,-0.0023204097524285316
1.7275266435186017e+18,0.0003757803060580045,-0.0018086209893226624,0.0018077389104291797
