timestamp,mag_x,mag_y,mag_z,mag_covariance
1729499424186293504,0.2573200464248657,0.12537288665771484,0.3819378912448883,[]
1729499424186293504,0.2573200464248657,0.12537288665771484,0.3819378912448883,[]
1729499424207293952,0.23319077491760254,0.18248893320560455,0.3080417513847351,[]
1729499424207293952,0.23319077491760254,0.18248893320560455,0.3080417513847351,[]
1729499424228294400,0.24809324741363525,0.03354942798614502,0.3290556073188782,[]
1729499424228294400,0.24809324741363525,0.03354942798614502,0.3290556073188782,[]
1729499424228294400,0.24809324741363525,0.03354942798614502,0.3290556073188782,[]
1729499424249294848,0.2260955572128296,0.053868409246206284,0.41083693504333496,[]
1729499424249294848,0.2260955572128296,0.053868409246206284,0.41083693504333496,[]
1729499424249294848,0.2260955572128296,0.053868409246206284,0.41083693504333496,[]
1729499424270295296,0.17363004386425018,0.14057567715644836,0.4565005600452423,[]
1729499424270295296,0.17363004386425018,0.14057567715644836,0.4565005600452423,[]
1729499424291295744,0.2667408287525177,-0.0281498022377491,0.4398815631866455,[]
1729499424291295744,0.2667408287525177,-0.0281498022377491,0.4398815631866455,[]
1729499424291295744,0.2667408287525177,-0.0281498022377491,0.4398815631866455,[]
1729499424312296192,0.3168966472148895,-0.020924147218465805,0.33559587597846985,[]
1729499424312296192,0.3168966472148895,-0.020924147218465805,0.33559587597846985,[]
1729499424333296640,0.19383230805397034,0.07421392947435379,0.3157094419002533,[]
1729499424333296640,0.19383230805397034,0.07421392947435379,0.3157094419002533,[]
1729499424333296640,0.19383230805397034,0.07421392947435379,0.3157094419002533,[]
1729499424354297088,0.24404460191726685,0.0414019376039505,0.34493017196655273,[]
1729499424354297088,0.24404460191726685,0.0414019376039505,0.34493017196655273,[]
1729499424354297088,0.24404460191726685,0.0414019376039505,0.34493017196655273,[]
1729499424375297536,0.3158915638923645,0.10093182325363159,0.2793986201286316,[]
1729499424375297536,0.3158915638923645,0.10093182325363159,0.2793986201286316,[]
1729499424396297984,0.24245481193065643,0.05732237547636032,0.39789679646492004,[]
1729499424396297984,0.24245481193065643,0.05732237547636032,0.39789679646492004,[]
1729499424396297984,0.24245481193065643,0.05732237547636032,0.39789679646492004,[]
1729499424417298432,0.2980853319168091,0.10537661612033844,0.30534082651138306,[]
1729499424417298432,0.2980853319168091,0.10537661612033844,0.30534082651138306,[]
1729499424417298432,0.2980853319168091,0.10537661612033844,0.30534082651138306,[]
1729499424438298880,0.23914411664009094,0.05221816152334213,0.38705548644065857,[]
1729499424438298880,0.23914411664009094,0.05221816152334213,0.38705548644065857,[]
1729499424459299328,0.2639930844306946,0.009162086993455887,0.373598575592041,[]
1729499424459299328,0.2639930844306946,0.009162086993455887,0.373598575592041,[]
1729499424459299328,0.2639930844306946,0.009162086993455887,0.373598575592041,[]
1729499424480299776,0.21992658078670502,-0.0018834248185157776,0.3402080833911896,[]
1729499424480299776,0.21992658078670502,-0.0018834248185157776,0.3402080833911896,[]
1729499424480299776,0.21992658078670502,-0.0018834248185157776,0.3402080833911896,[]
1729499424501300224,0.23453587293624878,0.08239120244979858,0.33306998014450073,[]
1729499424501300224,0.23453587293624878,0.08239120244979858,0.33306998014450073,[]
1729499424522300672,0.2617505192756653,0.05409640073776245,0.3577253520488739,[]
1729499424522300672,0.2617505192756653,0.05409640073776245,0.3577253520488739,[]
1729499424522300672,0.2617505192756653,0.05409640073776245,0.3577253520488739,[]
1729499424543301120,0.279003769159317,-0.04961356893181801,0.36674216389656067,[]
1729499424543301120,0.279003769159317,-0.04961356893181801,0.36674216389656067,[]
