timestamp,baro_alt
1.7294235239186819e+18,121.45967864990234
1.7294235239186819e+18,121.45967864990234
1.7294235239396823e+18,121.45967864990234
1.7294235239396823e+18,121.45967864990234
1.7294235239396823e+18,121.45967864990234
1.7294235239396823e+18,121.45967864990234
1.7294235239606828e+18,121.2246322631836
1.7294235239606828e+18,121.2246322631836
1.7294235239606828e+18,121.2246322631836
1.7294235239606828e+18,121.2246322631836
1.7294235239816832e+18,121.15596771240234
1.7294235239816832e+18,121.15596771240234
1.7294235239816832e+18,121.15596771240234
1.7294235239816832e+18,121.15596771240234
1.7294235239816832e+18,121.15596771240234
1.7294235240026836e+18,121.49401092529297
1.7294235240026836e+18,121.49401092529297
1.7294235240026836e+18,121.49401092529297
1.7294235240026836e+18,121.49401092529297
1.729423524023684e+18,120.9235610961914
1.729423524023684e+18,120.9235610961914
1.729423524023684e+18,120.9235610961914
1.729423524023684e+18,120.9235610961914
1.7294235240446845e+18,121.35932159423828
1.7294235240446845e+18,121.35932159423828
1.7294235240446845e+18,121.35932159423828
1.7294235240446845e+18,121.35932159423828
1.729423524065685e+18,121.36724090576172
1.729423524065685e+18,121.36724090576172
1.729423524065685e+18,121.36724090576172
1.729423524065685e+18,121.36724090576172
1.7294235240866854e+18,121.3910140991211
1.7294235240866854e+18,121.3910140991211
1.7294235240866854e+18,121.3910140991211
1.729423524107686e+18,121.25896453857422
1.729423524107686e+18,121.25896453857422
1.729423524107686e+18,121.25896453857422
1.729423524107686e+18,121.25896453857422
1.7294235241286863e+18,121.23519897460938
1.7294235241286863e+18,121.23519897460938
1.7294235241286863e+18,121.23519897460938
1.7294235241286863e+18,121.23519897460938
1.7294235241286863e+18,121.23519897460938
1.7294235241496868e+18,121.30650329589844
1.7294235241496868e+18,121.30650329589844
1.7294235241496868e+18,121.30650329589844
1.7294235241706872e+18,121.30386352539062
1.7294235241706872e+18,121.30386352539062
1.7294235241706872e+18,121.30386352539062
1.7294235241706872e+18,121.30386352539062
1.7294235241916877e+18,121.03976440429688
1.7294235241916877e+18,121.03976440429688
1.7294235241916877e+18,121.03976440429688
1.7294235241916877e+18,121.03976440429688
1.7294235242126881e+18,120.7994384765625
1.7294235242126881e+18,120.7994384765625
1.7294235242126881e+18,120.7994384765625
1.7294235242126881e+18,120.7994384765625
1.7294235242336886e+18,121.47552490234375
1.7294235242336886e+18,121.47552490234375
1.7294235242336886e+18,121.47552490234375
1.7294235242336886e+18,121.47552490234375
1.729423524254689e+18,121.16388702392578
1.729423524254689e+18,121.16388702392578
1.729423524254689e+18,121.16388702392578
1.729423524254689e+18,121.16388702392578
1.729423524254689e+18,121.16388702392578
1.7294235242756895e+18,121.19029998779297
1.7294235242756895e+18,121.19029998779297
