timestamp,gps_vel_x,gps_vel_y,gps_vel_z,gps_lat,gps_lon,gps_alt,eph,epv
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.727526078291512e+18,-0.2484181523323059,-0.22888284921646118,-0.00706054363399744,47.64129970544086,-122.14030302710106,149.3538818359375,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783425132e+18,-0.2622118294239044,-0.2381955087184906,-0.0069427527487277985,47.64129958865226,-122.14030318531258,149.35423278808594,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260783935142e+18,-0.2748306691646576,-0.2464611977338791,-0.006775924004614353,47.641299465790944,-122.1403033495145,149.35458374023438,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784445153e+18,-0.286343514919281,-0.25372231006622314,-0.006570848636329174,47.64129933733723,-122.14030351900873,149.3549346923828,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260784955164e+18,-0.29675623774528503,-0.26005819439888,-0.006286964286118746,47.64129920380576,-122.14030369317338,149.35525512695312,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785465175e+18,-0.30590787529945374,-0.26537880301475525,-0.005956070963293314,47.64129906577977,-122.14030387137393,149.35557556152344,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
1.7275260785975186e+18,-0.3137904703617096,-0.2697971761226654,-0.005665226839482784,47.64129892380822,-122.14030405284885,149.35586547851562,0.10000111907720566,0.10000111907720566
