timestamp,baro_alt
1.7215714730254446e+18,121.80036163330078
1.721571473046445e+18,121.49401092529297
1.721571473046445e+18,121.49401092529297
1.721571473046445e+18,121.49401092529297
1.7215714730674455e+18,120.9658203125
1.7215714730674455e+18,120.9658203125
1.7215714730674455e+18,120.9658203125
1.721571473088446e+18,121.12163543701172
1.721571473088446e+18,121.12163543701172
1.721571473088446e+18,121.12163543701172
1.721571473088446e+18,121.12163543701172
1.7215714731094464e+18,121.25367736816406
1.7215714731094464e+18,121.25367736816406
1.7215714731094464e+18,121.25367736816406
1.7215714731094464e+18,121.25367736816406
1.7215714731304468e+18,121.34347534179688
1.7215714731304468e+18,121.34347534179688
1.7215714731304468e+18,121.34347534179688
1.7215714731514473e+18,121.03712463378906
1.7215714731514473e+18,121.03712463378906
1.7215714731514473e+18,121.03712463378906
1.7215714731514473e+18,121.03712463378906
1.7215714731724477e+18,121.240478515625
1.7215714731724477e+18,121.240478515625
1.7215714731724477e+18,121.240478515625
1.7215714731934482e+18,121.21670532226562
1.7215714731934482e+18,121.21670532226562
1.7215714731934482e+18,121.21670532226562
1.7215714732144486e+18,121.15596771240234
1.7215714732144486e+18,121.15596771240234
1.7215714732144486e+18,121.15596771240234
1.7215714732144486e+18,121.15596771240234
1.721571473235449e+18,121.28273010253906
1.721571473235449e+18,121.28273010253906
1.721571473235449e+18,121.28273010253906
1.7215714732564495e+18,121.28273010253906
1.7215714732564495e+18,121.28273010253906
1.7215714732564495e+18,121.28273010253906
1.72157147327745e+18,121.3487548828125
1.72157147327745e+18,121.3487548828125
1.72157147327745e+18,121.3487548828125
1.7215714732984504e+18,121.50984954833984
1.7215714732984504e+18,121.50984954833984
1.7215714732984504e+18,121.50984954833984
1.7215714732984504e+18,121.50984954833984
1.721571473319451e+18,121.32762908935547
1.721571473319451e+18,121.32762908935547
1.721571473319451e+18,121.32762908935547
1.721571473319451e+18,121.32762908935547
1.7215714733404513e+18,121.15596771240234
1.7215714733404513e+18,121.15596771240234
1.7215714733404513e+18,121.15596771240234
1.7215714733404513e+18,121.15596771240234
1.7215714733614518e+18,121.47024536132812
1.7215714733614518e+18,121.47024536132812
1.7215714733614518e+18,121.47024536132812
1.7215714733614518e+18,121.47024536132812
1.7215714733824522e+18,121.28536987304688
1.7215714733824522e+18,121.28536987304688
1.7215714733824522e+18,121.28536987304688
1.7215714734034527e+18,121.51248931884766
1.7215714734034527e+18,121.51248931884766
1.7215714734034527e+18,121.51248931884766
1.7215714734034527e+18,121.51248931884766
1.721571473424453e+18,121.22198486328125
1.721571473424453e+18,121.22198486328125
1.721571473424453e+18,121.22198486328125
1.721571473424453e+18,121.22198486328125
1.7215714734454536e+18,121.3197021484375
1.7215714734454536e+18,121.3197021484375
1.7215714734454536e+18,121.3197021484375
1.7215714734454536e+18,121.3197021484375
1.721571473466454e+18,121.24576568603516
1.721571473466454e+18,121.24576568603516
1.721571473466454e+18,121.24576568603516
1.721571473466454e+18,121.24576568603516
